=== MATCHED MODULES ===
Sheet: Row=120 | Model=ESTOFADO MOA         | Desc=Bipartido (2Ass:120 - 1Br:015)      | W=2.55 | D=1.02 | Reason=No dimension or description match
Sheet: Row=121 | Model=ESTOFADO MOA         | Desc=Bipartido (2Ass:130 - 1Br:015)      | W=2.75 | D=1.02 | Reason=No dimension or description match
Sheet: Row=122 | Model=ESTOFADO MOA         | Desc=Bipartido (2Ass:140 - 1Br:015)      | W=2.95 | D=1.02 | Reason=No dimension or description match
Sheet: Row=124 | Model=ESTOFADO MOA         | Desc=Bipartido (2Ass:090 - 2Br:015)      | W=2.10 | D=1.02 | Reason=No dimension or description match
Sheet: Row=125 | Model=ESTOFADO MOA         | Desc=Bipartido (2Ass:100 - 2Br:015)      | W=2.30 | D=1.02 | Reason=No dimension or description match
Sheet: Row=126 | Model=ESTOFADO MOA         | Desc=Bipartido (2Ass:110 - 2Br:015)      | W=2.50 | D=1.02 | Reason=No dimension or description match
Sheet: Row=127 | Model=ESTOFADO MOA         | Desc=Bipartido (2Ass:120 - 2Br:015)      | W=2.70 | D=1.02 | Reason=No dimension or description match
Sheet: Row=128 | Model=ESTOFADO MOA         | Desc=Bipartido (2Ass:130 - 2Br:015)      | W=2.90 | D=1.02 | Reason=No dimension or description match
Sheet: Row=129 | Model=ESTOFADO MOA         | Desc=Bipartido (2Ass:140 - 2Br:015)      | W=3.10 | D=1.02 | Reason=No dimension or description match
Sheet: Row=131 | Model=ESTOFADO MOA         | Desc=Bipartido (1Ass:090 - 1Puff:090 - 1Br:015) | W=1.95 | D=1.02 | Reason=No dimension or description match
Sheet: Row=132 | Model=ESTOFADO MOA         | Desc=Bipartido (1Ass:100 - 1Puff:100 - 1Br:015) | W=2.15 | D=1.02 | Reason=No dimension or description match
Sheet: Row=133 | Model=ESTOFADO MOA         | Desc=Bipartido (1Ass:110 - 1Puff:110 - 1Br:015) | W=2.35 | D=1.02 | Reason=No dimension or description match
Sheet: Row=134 | Model=ESTOFADO MOA         | Desc=Bipartido (1Ass:120 - 1Puff:120 - 1Br:015) | W=2.55 | D=1.02 | Reason=No dimension or description match
Sheet: Row=135 | Model=ESTOFADO MOA         | Desc=Bipartido (1Ass:130 - 1Puff:130 - 1Br:015) | W=2.75 | D=1.02 | Reason=No dimension or description match
Sheet: Row=136 | Model=ESTOFADO MOA         | Desc=Bipartido (1Ass:140 - 1Puff:140 - 1Br:015) | W=2.95 | D=1.02 | Reason=No dimension or description match
Sheet: Row=144 | Model=ESTOFADO MOA         | Desc=Puff 095x095                        | W=0.95 | D=1.02 | Reason=No dimension or description match
Sheet: Row=145 | Model=ESTOFADO MOA         | Desc=Puff 105x095                        | W=1.05 | D=1.02 | Reason=No dimension or description match
Sheet: Row=146 | Model=ESTOFADO MOA         | Desc=Puff 115x095                        | W=1.15 | D=1.02 | Reason=No dimension or description match
Sheet: Row=149 | Model=ESTOFADO NINHO       | Desc=Modulo (1Ass:087 - 1Br:023)         | W=1.10 | D=1.02 | Reason=Brand not in DB
Sheet: Row=150 | Model=ESTOFADO NINHO       | Desc=Modulo (1Ass:097 - 1Br:023)         | W=1.20 | D=1.02 | Reason=Brand not in DB
Sheet: Row=151 | Model=ESTOFADO NINHO       | Desc=Modulo (1Ass:107 - 1Br:023)         | W=1.30 | D=1.02 | Reason=Brand not in DB
Sheet: Row=152 | Model=ESTOFADO NINHO       | Desc=Modulo (1Ass:117 - 1Br:023)         | W=1.40 | D=1.02 | Reason=Brand not in DB
Sheet: Row=153 | Model=ESTOFADO NINHO       | Desc=Modulo (1Ass:127 - 1Br:023)         | W=1.50 | D=1.02 | Reason=Brand not in DB
Sheet: Row=154 | Model=ESTOFADO NINHO       | Desc=Modulo (1Ass:137 - 1Br:023)         | W=1.60 | D=1.02 | Reason=Brand not in DB
Sheet: Row=156 | Model=ESTOFADO NINHO       | Desc=Poltrona                            | W=1.14 | D=1.02 | Reason=Brand not in DB
Sheet: Row=166 | Model=ESTOFADO TIBAGI      | Desc=Modulo (1Ass:085 - S/Br)            | W=0.85 | D=0.95 | Reason=Brand not in DB
Sheet: Row=167 | Model=ESTOFADO TIBAGI      | Desc=Modulo (1Ass:095 - S/Br)            | W=0.95 | D=0.95 | Reason=Brand not in DB
Sheet: Row=168 | Model=ESTOFADO TIBAGI      | Desc=Modulo (1Ass:105 - S/Br)            | W=1.05 | D=0.95 | Reason=Brand not in DB
Sheet: Row=169 | Model=ESTOFADO TIBAGI      | Desc=Modulo (1Ass:115 - S/Br)            | W=1.15 | D=0.95 | Reason=Brand not in DB
Sheet: Row=170 | Model=ESTOFADO TIBAGI      | Desc=Modulo (1Ass:125 - S/Br)            | W=1.25 | D=0.95 | Reason=Brand not in DB
Sheet: Row=172 | Model=ESTOFADO TIBAGI      | Desc=Modulo (1Ass:085 - 1Br:25)          | W=1.10 | D=0.95 | Reason=Brand not in DB
Sheet: Row=173 | Model=ESTOFADO TIBAGI      | Desc=Modulo (1Ass:095 - 1Br:25)          | W=1.20 | D=0.95 | Reason=Brand not in DB
Sheet: Row=174 | Model=ESTOFADO TIBAGI      | Desc=Modulo (1Ass:105 - 1Br:25)          | W=1.30 | D=0.95 | Reason=Brand not in DB
Sheet: Row=175 | Model=ESTOFADO TIBAGI      | Desc=Modulo (1Ass:115 - 1Br:25)          | W=1.40 | D=0.95 | Reason=Brand not in DB
